,InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding,combined,output,T5_SS1,T5_SS2,T5_result,messages,USE_similarity,SS1_USE,SS2_USE,result_USE
961,c467150a-5c67-4125-957f-557d05d3b953,Kelly hated math class and struggled to learn the concepts.,She struggled a lot with the work and often sought help from teachers.,She worked very hard and it paid off with good grades.,She was entering college in the fall.,She dropped out of college.,Kelly graduated with good grades.,2,Kelly hated math class and struggled to learn the concepts. She struggled a lot with the work and often sought help from teachers. She worked very hard and it paid off with good grades. She was entering college in the fall.,Kelly was excited to be a math major!,0.0,1.6,2,"['Kelly was excited to be a math major!', 'She dropped out of college.', 'Kelly graduated with good grades.']","(0.23386489, 0.55450857, 2)",0.233864888548851,0.5545085668563843,2
962,1cf5a954-d883-4c42-b116-40635b3a53a4,Sophie's nana was terminally ill.,Sophie visited her in the hospital to say goodbye.,Her nana gave Sophie her prized gold locket.,She told Sophie to keep it to remember her by.,Sophie cried.,Sophie laughed in her face.,1,Sophie's nana was terminally ill. Sophie visited her in the hospital to say goodbye. Her nana gave Sophie her prized gold locket. She told Sophie to keep it to remember her by.,Sophie kept the locket to remember her by.,0.4,0.4,2,"['Sophie kept the locket to remember her by.', 'Sophie cried.', 'Sophie laughed in her face.']","(0.54196143, 0.46602988, 1)",0.5419614315032959,0.4660298824310303,1
963,05a2aa5d-1e5b-4741-a053-87b342b04578,Kelly had a new job interview today.,She got ready in ten minutes and raced out the door.,"When she got there and met with the woman, she answered questions.","When the interview was done, they told her they would call her back.",Kelly hoped that she would get a call soon.,Kelly hoped that she wouldn't get a phone call.,1,"Kelly had a new job interview today. She got ready in ten minutes and raced out the door. When she got there and met with the woman, she answered questions. When the interview was done, they told her they would call her back.",Kelly was excited to get the job.,3.2,1.2,1,"['Kelly was excited to get the job.', 'Kelly hoped that she would get a call soon.', ""Kelly hoped that she wouldn't get a phone call.""]","(0.60718465, 0.61399937, 2)",0.607184648513794,0.6139993667602539,2
964,c080b61b-7467-4eb8-8c36-096451d16182,Zack and his friends passed a scary house on their walks to school.,"One day, they decided to go inside it.",Zack and his friends went inside every room.,The house was old and abandoned.,They decided to play baseball there.,They left and went to school.,2,"Zack and his friends passed a scary house on their walks to school. One day, they decided to go inside it. Zack and his friends went inside every room. The house was old and abandoned.",Zack and his friends decided to never go inside again.,0.0,0.0,2,"['Zack and his friends decided to never go inside again.', 'They decided to play baseball there.', 'They left and went to school.']","(0.13740799, 0.17352608, 2)",0.13740798830986023,0.1735260784626007,2
965,e3ac8542-f974-4a3f-b198-e7b999397e7f,Mia went to the casino last night.,She began the night by playing some poker.,"After losing a considerable amount of money, she played slots.",She was nearly out of money when the herd RING RING RING.,Mia won a jackpot!,Mia lost even more money.,1,"Mia went to the casino last night. She began the night by playing some poker. After losing a considerable amount of money, she played slots. She was nearly out of money when the herd RING RING RING.",Mia was able to play again after a few hours.,1.6,0.0,1,"['Mia was able to play again after a few hours.', 'Mia won a jackpot!', 'Mia lost even more money.']","(0.50267816, 0.5351918, 2)",0.5026781558990479,0.5351917743682861,2
966,f72182d5-f378-4377-a1fa-560607b43c52,Portia loves walking through the woods nearby her house.,"However, she notices that her sneakers are becoming muddy and gross.",She decides to buy a pair of hiking boots.,Portia finds a pair that is comfortable and not too expensive.,She is happy with her selection.,She donates the boots to the thrift store.,1,"Portia loves walking through the woods nearby her house. However, she notices that her sneakers are becoming muddy and gross. She decides to buy a pair of hiking boots. Portia finds a pair that is comfortable and not too expensive.",Portia is glad that she no longer has to wear muddy boots.,0.4,1.6,2,"['Portia is glad that she no longer has to wear muddy boots.', 'She is happy with her selection.', 'She donates the boots to the thrift store.']","(0.1697151, 0.4602136, 2)",0.16971510648727417,0.4602136015892029,2
967,62925eb3-37ff-4f69-aa07-14ac0142ffcf,Andrew was getting married tomorrow.,He had bought the wedding ring months before and couldn't find it!,He looked everywhere in his house.,Finally he remembered that it was back at the store to get resized.,Andrew was disappointed he found the ring.,Andrew was so relieved.,2,Andrew was getting married tomorrow. He had bought the wedding ring months before and couldn't find it! He looked everywhere in his house. Finally he remembered that it was back at the store to get resized.,He was so happy to have it back!,0.4,2.4,2,"['He was so happy to have it back!', 'Andrew was disappointed he found the ring.', 'Andrew was so relieved.']","(0.23801683, 0.29853702, 2)",0.23801682889461517,0.298537015914917,2
968,6e9efc4e-6b0a-412f-95af-8ace0483644d,Terry found 2 hundred dollars at work.,He took the money home but he wondered if he did the right thing.,The next day he took the money to work and turned it in.,After a week no one claimed the money so his boss gave it back to him.,He hated his decision and himself.,He learned that honesty pays.,2,Terry found 2 hundred dollars at work. He took the money home but he wondered if he did the right thing. The next day he took the money to work and turned it in. After a week no one claimed the money so his boss gave it back to him.,Terry was very grateful and he decided to keep the money.,0.0,0.4,2,"['Terry was very grateful and he decided to keep the money.', 'He hated his decision and himself.', 'He learned that honesty pays.']","(0.30821824, 0.08781681, 1)",0.30821824073791504,0.08781681209802628,1
969,eb3c880b-ca0e-41a4-aa8c-3e602ed593c0,I love taking long warm showers.,They feel great and they're fun.,Unfortunately they're wasteful.,So I always feel bad when I take one.,That's why I take two of them every day.,I decided to only take one long warm shower per week.,2,I love taking long warm showers. They feel great and they're fun. Unfortunately they're wasteful. So I always feel bad when I take one.,I'll never take a shower after that.,0.4,1.6,2,"[""I'll never take a shower after that."", ""That's why I take two of them every day."", 'I decided to only take one long warm shower per week.']","(0.2841711, 0.56157374, 2)",0.28417110443115234,0.5615737438201904,2
970,5a70a9e6-2934-4fbc-8573-98d5e355cc66,Barry loves playing baseball.,Barry decided that he would go and watch a professional game.,"Barry went to the stadium, and purchased a ticket.","Upon entering, Barry decided to grab a beer to drink.",Barry also bought a hot dog.,Barry decided to leave the game.,1,"Barry loves playing baseball. Barry decided that he would go and watch a professional game. Barry went to the stadium, and purchased a ticket. Upon entering, Barry decided to grab a beer to drink.",Barry was happy that he was able to watch the baseball game.,0.0,0.4,2,"['Barry was happy that he was able to watch the baseball game.', 'Barry also bought a hot dog.', 'Barry decided to leave the game.']","(0.5153105, 0.63196015, 2)",0.515310525894165,0.6319601535797119,2
971,40861849-64ad-48ef-be5e-7502a10cd665,We had fruit flies in our home last year.,We looked up various treatments.,We tried red wine in bowls.,When that didn't work we bought a special trap.,We put out more red wine bowls after the results we saw.,We could even see the trap working.,2,We had fruit flies in our home last year. We looked up various treatments. We tried red wine in bowls. When that didn't work we bought a special trap.,The flies flew away within a few days.,0.0,0.0,2,"['The flies flew away within a few days.', 'We put out more red wine bowls after the results we saw.', 'We could even see the trap working.']","(0.04013072, 0.22000696, 2)",0.04013071954250336,0.22000695765018463,2
972,8cd5c023-1bd7-4821-bd29-26bb06a35ddf,Heather and Marcus were ready for the next step in their relationship.,"They were happy newlyweds, but wanted an addition to their family.","Although not quite ready for kids, they still felt lonely.","On a whim, they went to an animal shelter and fell in love with a cat.",They adopted the cat.,They left the shelter without an animal.,1,"Heather and Marcus were ready for the next step in their relationship. They were happy newlyweds, but wanted an addition to their family. Although not quite ready for kids, they still felt lonely. On a whim, they went to an animal shelter and fell in love with a cat.",They adopted the cat and were happy to be together after all.,3.2,0.8,1,"['They adopted the cat and were happy to be together after all.', 'They adopted the cat.', 'They left the shelter without an animal.']","(0.7106774, 0.37141213, 1)",0.7106773853302002,0.37141212821006775,1
973,5af670c5-f7db-4f79-9407-054bb817fe93,Lots of people were walking to class.,They all wanted to get there fast.,People started pushing others out of the way.,They fell down.,They all went back home.,The crowd made many people late to class.,2,Lots of people were walking to class. They all wanted to get there fast. People started pushing others out of the way. They fell down.,They all got in trouble.,0.8,0.0,1,"['They all got in trouble.', 'They all went back home.', 'The crowd made many people late to class.']","(0.5838547, 0.21199043, 1)",0.5838546752929688,0.21199043095111847,1
974,1ee70e30-2b21-45be-be71-379c84f910ea,Last Saturday I went to an Azalea concert.,The concert was amazing.,I got to be in the front row.,After the show I went backstage to meet her.,Azalea was very cool.,I won't be going back to another concert.,1,Last Saturday I went to an Azalea concert. The concert was amazing. I got to be in the front row. After the show I went backstage to meet her.,I had a great time.,0.4,0.0,1,"['I had a great time.', 'Azalea was very cool.', ""I won't be going back to another concert.""]","(0.22484057, 0.2851102, 2)",0.22484056651592255,0.285110205411911,2
975,9242cf97-46fc-4972-962e-cd11166ce518,Eric has always been overweight.,His new year's resolution was to stick to a diet.,He went to the gym in January and ate healthier.,That last about a month.,Eric then gave up working out.,Eric stopped being anorexic.,1,Eric has always been overweight. His new year's resolution was to stick to a diet. He went to the gym in January and ate healthier. That last about a month.,He is now on his way to becoming a healthy eater.,0.0,0.0,2,"['He is now on his way to becoming a healthy eater.', 'Eric then gave up working out.', 'Eric stopped being anorexic.']","(0.12697569, 0.17573532, 2)",0.12697568535804749,0.17573532462120056,2
976,d9785ee8-3367-42de-b7c6-5ce1704028c5,Sally was struggling to do well in school.,Her parents decided they needed to motivate her.,"They said if she did well her last semester, she picks the vacation.","Sally studied night and day, she wanted to do well.","After she finished studying, Sally collected firewood.","Sally did well, and her parents agreed to take her to Hawaii.",2,"Sally was struggling to do well in school. Her parents decided they needed to motivate her. They said if she did well her last semester, she picks the vacation. Sally studied night and day, she wanted to do well.",Sally decided to take a vacation to see if she did well.,0.0,2.2,2,"['Sally decided to take a vacation to see if she did well.', 'After she finished studying, Sally collected firewood.', 'Sally did well, and her parents agreed to take her to Hawaii.']","(0.3892486, 0.5468577, 2)",0.3892486095428467,0.5468577146530151,2
977,4edea61b-cb7e-4650-a6ff-08b12a283e1f,"When I was a kid, my siblings and I needed money.",We came up with the idea for a lemonade stand.,We decided to set up outside our house.,We sold lemonade to a few dozen people.,We did not make any money.,We made a lot of money for our needs.,2,"When I was a kid, my siblings and I needed money. We came up with the idea for a lemonade stand. We decided to set up outside our house. We sold lemonade to a few dozen people.",We were very happy to have made a little extra money.,1.6,3.2,2,"['We were very happy to have made a little extra money.', 'We did not make any money.', 'We made a lot of money for our needs.']","(0.4252638, 0.6802702, 2)",0.42526379227638245,0.6802701950073242,2
978,6acf52a2-ef62-4d9c-b1ee-4b0973e98f26,I loved flashlights as a kid.,When I got older I bought small clip on flashlights.,I put them on my bag to use in case of emergencies.,"Later, the advent of the smartphone made flashlights less needed.",My house is now full of flashlights I don't know what to do with.,I hate my smartphone.,1,"I loved flashlights as a kid. When I got older I bought small clip on flashlights. I put them on my bag to use in case of emergencies. Later, the advent of the smartphone made flashlights less needed.",I still carry my flashlights in my pocket even when I am not using them.,1.6,0.4,1,"['I still carry my flashlights in my pocket even when I am not using them.', ""My house is now full of flashlights I don't know what to do with."", 'I hate my smartphone.']","(0.5117398, 0.29966754, 1)",0.5117397904396057,0.2996675372123718,1
979,f8dd27d5-40e9-437e-8b2b-6d975a46c3eb,Terry hated his name.,He wanted a cool name like Super Metro Volcano Man.,He told his mother he wanted to change his name.,His mother explained that he was named after his loving grandfather.,Terry was forty five years old.,Terry was still disappointed.,2,Terry hated his name. He wanted a cool name like Super Metro Volcano Man. He told his mother he wanted to change his name. His mother explained that he was named after his loving grandfather.,Terry was happy to have a new name.,2.2,0.4,1,"['Terry was happy to have a new name.', 'Terry was forty five years old.', 'Terry was still disappointed.']","(0.57678986, 0.6547668, 2)",0.5767898559570312,0.6547667980194092,2
980,1eb35b08-ec06-4ccd-9cbb-8ccf97624907,The Parker family was looking for a new house.,They looked all over town but couldn't find a home they wanted.,Finally they found a beautiful home they loved.,The home was absolutely gorgeous.,The Parker family was frustrated.,The Parker family soon moved into their new home.,2,The Parker family was looking for a new house. They looked all over town but couldn't find a home they wanted. Finally they found a beautiful home they loved. The home was absolutely gorgeous.,They were so happy to finally have a home.,0.0,3.2,2,"['They were so happy to finally have a home.', 'The Parker family was frustrated.', 'The Parker family soon moved into their new home.']","(0.16156106, 0.3699922, 2)",0.16156105697155,0.369992196559906,2
981,5080c261-9751-47c0-9cb9-7a9a326fb62f,Tom decided to drive to his girlfriend's house today.,He drove as fast as he can although there was a lot of traffic.,"When he got into the front of the house, he rang the doorbell.","No one answered however, the front door was open.",Tom began to laugh.,Tom began to worry.,2,"Tom decided to drive to his girlfriend's house today. He drove as fast as he can although there was a lot of traffic. When he got into the front of the house, he rang the doorbell. No one answered however, the front door was open.",Tom was very disappointed and decided to drive home.,0.0,0.4,2,"['Tom was very disappointed and decided to drive home.', 'Tom began to laugh.', 'Tom began to worry.']","(0.42066407, 0.4616854, 2)",0.42066407203674316,0.4616853892803192,2
982,45afcd92-2b65-44a8-9c9f-3f732e157167,Kelly's car battery died.,She tried to have it jumped but it didn't work.,Eventually she took it to the auto store.,They checked it for her and it was dead.,Kelly was relieved that the battery was still good.,Kelly reluctantly paid for a new battery.,2,Kelly's car battery died. She tried to have it jumped but it didn't work. Eventually she took it to the auto store. They checked it for her and it was dead.,Kelly had to go home and wait for it to recharge.,1.6,1.6,2,"['Kelly had to go home and wait for it to recharge.', 'Kelly was relieved that the battery was still good.', 'Kelly reluctantly paid for a new battery.']","(0.4945462, 0.55320644, 2)",0.49454620480537415,0.5532064437866211,2
983,72e5dcdb-ae9f-4b0d-9734-059ad36c33b2,Joe bought a skateboard with his savings.,He took his new skateboard to the park to show it off to his friends.,"While doing a trick, Joe fell and broke his arm.",He spent four hours at the hospital getting his arm set.,"After he left the hospital, Joe went surfing.",Joe was in terrible pain.,2,"Joe bought a skateboard with his savings. He took his new skateboard to the park to show it off to his friends. While doing a trick, Joe fell and broke his arm. He spent four hours at the hospital getting his arm set.",Joe is now able to skateboard again.,0.0,0.0,2,"['Joe is now able to skateboard again.', 'After he left the hospital, Joe went surfing.', 'Joe was in terrible pain.']","(0.46273738, 0.5429748, 2)",0.46273738145828247,0.5429748296737671,2
984,674a896b-c852-4475-92cd-0ec302276b80,Neil had enjoyed Chinese food in Hunan.,But he was told the spicier food was in Szechuan province.,"Intrigued, he took a train there.",Then he ordered a plate of rice and noodles.,He felt like his mouth was on fire.,Neil loved eating bread.,1,"Neil had enjoyed Chinese food in Hunan. But he was told the spicier food was in Szechuan province. Intrigued, he took a train there. Then he ordered a plate of rice and noodles.",He was pleasantly surprised by the deliciousness!,0.4,0.4,2,"['He was pleasantly surprised by the deliciousness!', 'He felt like his mouth was on fire.', 'Neil loved eating bread.']","(0.3700983, 0.14985794, 1)",0.3700982928276062,0.14985793828964233,1
985,7be7b198-e925-4349-8f62-68e6fd50994a,I spent most of my detention time sleeping class.,My teacher told me to wake up since no sleeping was aloud.,I tried to remain awake and work on a few assignments.,"When my teacher escorted me out of the class, I was happy.",When I got home I went right to bed.,The teacher was happy I slept in detention.,1,"I spent most of my detention time sleeping class. My teacher told me to wake up since no sleeping was aloud. I tried to remain awake and work on a few assignments. When my teacher escorted me out of the class, I was happy.",I was able to work on my assignments without any problems.,0.0,0.0,2,"['I was able to work on my assignments without any problems.', 'When I got home I went right to bed.', 'The teacher was happy I slept in detention.']","(0.22332257, 0.19085896, 1)",0.2233225703239441,0.19085896015167236,1
986,c8830537-e768-43a8-b250-81bcf74a7976,Amanda was watching a squirrel collect acorns.,Amanda was fascinated with how efficient the squirrel was.,Amanda watched the squirrel as he carried the acorns to his nest.,Amanda also saw how the squirrel was very watchful over the acorns.,Amanda enjoys learning about nature.,Amanda finds nature boring.,1,Amanda was watching a squirrel collect acorns. Amanda was fascinated with how efficient the squirrel was. Amanda watched the squirrel as he carried the acorns to his nest. Amanda also saw how the squirrel was very watchful over the acorns.,Amanda was happy that the squirrel collected so many acorns.,0.4,0.4,2,"['Amanda was happy that the squirrel collected so many acorns.', 'Amanda enjoys learning about nature.', 'Amanda finds nature boring.']","(0.42533144, 0.4173659, 1)",0.4253314435482025,0.4173659086227417,1
987,49ed13f1-0fd9-4cd8-b810-0c1971af59a5,Terry loves to swim but he never learned how to dive.,He always jumps in the water feet first.,This summer Terry decides he wants to learn how to dive in the water.,He practices diving very hard every day.,Terry hope to improve.,Terry has given up swimming.,1,Terry loves to swim but he never learned how to dive. He always jumps in the water feet first. This summer Terry decides he wants to learn how to dive in the water. He practices diving very hard every day.,Terry is glad he learned how to dive.,0.4,0.4,2,"['Terry is glad he learned how to dive.', 'Terry hope to improve.', 'Terry has given up swimming.']","(0.6117325, 0.6365755, 2)",0.6117324829101562,0.6365755200386047,2
988,127d62ef-d930-4258-8011-42f38662b067,"Kaylee went to work at Cedar Point, the amusement park.","While working at Cedar Point, she met James.",Kaylee and James started to like each other and soon started dating.,"One year later, James proposed to Kaylee.",Kaylee and James were married in the fall.,James was sad about the proposal.,1,"Kaylee went to work at Cedar Point, the amusement park. While working at Cedar Point, she met James. Kaylee and James started to like each other and soon started dating. One year later, James proposed to Kaylee.",Kaylee and James got married at the park and had a great time together.,3.2,0.0,1,"['Kaylee and James got married at the park and had a great time together.', 'Kaylee and James were married in the fall.', 'James was sad about the proposal.']","(0.74126774, 0.2611438, 1)",0.741267740726471,0.2611438035964966,1
989,93e752a9-e351-4148-98f2-3a6f1b89b3c6,Joanie was interviewing for her first job.,She was very nervous.,She really wanted to get the position at the ice cream shop.,She thought the interview went pretty well.,She turned down the job when the manager offered it to her.,The next day she got a call and was offered the job.,2,Joanie was interviewing for her first job. She was very nervous. She really wanted to get the position at the ice cream shop. She thought the interview went pretty well.,She was excited when she got the job.,0.0,2.8,2,"['She was excited when she got the job.', 'She turned down the job when the manager offered it to her.', 'The next day she got a call and was offered the job.']","(0.53656226, 0.44856203, 1)",0.5365622639656067,0.44856202602386475,1
990,7e38da11-bd11-4368-b640-bcda32262763,Ana was a hardworking mom.,One day she booked herself an afternoon at a spa.,She had her whole body massaged.,She even had hydrotherapy sessions.,"Someday, she told herself, she would get a full-body massage.",She felt magnificently relaxed and contented afterwards.,2,Ana was a hardworking mom. One day she booked herself an afternoon at a spa. She had her whole body massaged. She even had hydrotherapy sessions.,Ana felt refreshed and ready to start her day.,0.0,1.6,2,"['Ana felt refreshed and ready to start her day.', 'Someday, she told herself, she would get a full-body massage.', 'She felt magnificently relaxed and contented afterwards.']","(0.37687358, 0.38576317, 2)",0.37687358260154724,0.38576316833496094,2
991,2490798c-c929-4518-be1b-60a7bf447f02,Bob was a worker on Mechanical Turk.,He got a fifty dollar bonus.,Bob was happy because it was the biggest bonus he had gotten.,Bob put on his glasses and realized it was actually five dollars.,Bob was even more happy than before.,"Bob was still happy, but less excited.",2,Bob was a worker on Mechanical Turk. He got a fifty dollar bonus. Bob was happy because it was the biggest bonus he had gotten. Bob put on his glasses and realized it was actually five dollars.,He was very angry and walked away.,0.0,0.0,2,"['He was very angry and walked away.', 'Bob was even more happy than before.', 'Bob was still happy, but less excited.']","(0.046044044, 0.063277885, 2)",0.04604404419660568,0.06327788531780243,2
992,98e50567-1b6d-4763-ab4e-e9b8cb0de91d,Mom didn't want to cook dinner tonight.,We were all very hungry.,She told us to fend for ourselves.,We ate cold cereal for dinner tonight.,We were all very upset.,It was the best meal we ever had.,1,Mom didn't want to cook dinner tonight. We were all very hungry. She told us to fend for ourselves. We ate cold cereal for dinner tonight.,We were all very hungry.,0.4,1.6,2,"['We were all very hungry.', 'We were all very upset.', 'It was the best meal we ever had.']","(0.56129235, 0.46266168, 1)",0.5612923502922058,0.4626616835594177,1
993,0391b604-7929-45bf-bb70-3fc5cb9fab70,The children were inside playing when they heard music.,They ran to their mother and begged for change.,She handed them a couple of dollars.,"They took off running outside, catching up to the ice cream truck.",The children threw the money in the street.,The children excitedly bought ice cream cones.,2,"The children were inside playing when they heard music. They ran to their mother and begged for change. She handed them a couple of dollars. They took off running outside, catching up to the ice cream truck.","They had a great time, eating their ice cream.",0.0,2.8,2,"['They had a great time, eating their ice cream.', 'The children threw the money in the street.', 'The children excitedly bought ice cream cones.']","(0.19686049, 0.56115496, 2)",0.19686049222946167,0.5611549615859985,2
994,eaf2de23-127a-4772-977e-a30f147d38dc,We wanted to go to the beach one weekend.,"After discussing it, we didn't want to drive.",We proceeded to look online for an airplane ticket.,"After purchasing a cheap ticket, we headed to the airport.",We boarded a flight to the beach.,We decided to keep driving past the airport to the beach.,1,"We wanted to go to the beach one weekend. After discussing it, we didn't want to drive. We proceeded to look online for an airplane ticket. After purchasing a cheap ticket, we headed to the airport.",We arrived at the airport and had a great time.,0.8,0.8,2,"['We arrived at the airport and had a great time.', 'We boarded a flight to the beach.', 'We decided to keep driving past the airport to the beach.']","(0.47850186, 0.45673722, 1)",0.4785018563270569,0.456737220287323,1
995,581bd269-50db-4eef-8f73-ff34ac30f3ff,Susan woke up early.,She had to feed the animals before work.,She found that her rabbit had bunnies.,Susan was very pleased at the sight of them.,Susan left feeling very angry.,Susan took good care of them.,2,Susan woke up early. She had to feed the animals before work. She found that her rabbit had bunnies. Susan was very pleased at the sight of them.,She took them home to play.,0.0,1.6,2,"['She took them home to play.', 'Susan left feeling very angry.', 'Susan took good care of them.']","(0.084746554, 0.27706695, 2)",0.08474655449390411,0.2770669460296631,2
996,d9c4c9b2-9412-4a85-91eb-28fed5792764,I always try to go to bed on time.,Last night I was hooked watching a new tv show.,Before I knew it it was really late.,I should have been asleep hours ago.,The television show had hooked me in.,I hated the television show.,1,I always try to go to bed on time. Last night I was hooked watching a new tv show. Before I knew it it was really late. I should have been asleep hours ago.,I was so tired I slept all night.,0.0,0.0,2,"['I was so tired I slept all night.', 'The television show had hooked me in.', 'I hated the television show.']","(0.1323248, 0.21744551, 2)",0.13232479989528656,0.217445507645607,2
997,9e84d7be-cf37-48c7-88a4-0b8fa8d60f5c,Howard was feeling happy one morning.,He decided to spend all day enjoying his life.,"All day, while at work, he complimented his coworkers.","When he got home, he took his family to see a movie and have dinner.",Howard was happy to have had such a good day.,Howard sat and cried the whole time.,1,"Howard was feeling happy one morning. He decided to spend all day enjoying his life. All day, while at work, he complimented his coworkers. When he got home, he took his family to see a movie and have dinner.",Howard was happy that he had enjoyed his life.,3.6,0.4,1,"['Howard was happy that he had enjoyed his life.', 'Howard was happy to have had such a good day.', 'Howard sat and cried the whole time.']","(0.7890175, 0.5685365, 1)",0.7890174984931946,0.5685365200042725,1
998,2e52f1ec-fada-4834-b9ec-49d24504e07d,Trent's family owned a camping supply store.,Trent hated camping though.,Every summer his parents made him go on a camping trip.,This summer Trent was in charge of keeping the fire going in the wind.,Trent charged two pitchers of sangria to his parent's room.,Trent was careless and caused a huge fire.,2,Trent's family owned a camping supply store. Trent hated camping though. Every summer his parents made him go on a camping trip. This summer Trent was in charge of keeping the fire going in the wind.,Trent's parents were very proud of him.,0.4,0.8,2,"[""Trent's parents were very proud of him."", ""Trent charged two pitchers of sangria to his parent's room."", 'Trent was careless and caused a huge fire.']","(0.21646863, 0.2131861, 1)",0.21646863222122192,0.2131861001253128,1
999,cd681552-f7d4-4df2-b6eb-19f116383b4a,George decided to buy a TV.,He found a very nice TV that he wanted and went to pick it up.,"A few days later, George awoke to a surprise.",His TV had been stolen.,"He told the police, who said they weren't likely to find it.",Things had turned out just as he'd hoped.,1,"George decided to buy a TV. He found a very nice TV that he wanted and went to pick it up. A few days later, George awoke to a surprise. His TV had been stolen.",George was very upset and decided to buy a new TV.,0.4,0.0,1,"['George was very upset and decided to buy a new TV.', ""He told the police, who said they weren't likely to find it."", ""Things had turned out just as he'd hoped.""]","(0.021685459, 0.10608657, 2)",0.021685458719730377,0.10608656704425812,2
1000,8b3e5896-e1be-4ada-8e49-616acf0ec9b7,Tommy was 17 when he dyed his hair pink.,He thought it was punk and cool.,Some of his friends agreed.,His parents thought it was stupid.,They loved the new look that Tommy chose.,They made Tommy shave his head.,2,Tommy was 17 when he dyed his hair pink. He thought it was punk and cool. Some of his friends agreed. His parents thought it was stupid.,Tommy never did dye his hair pink again.,0.8,0.0,1,"['Tommy never did dye his hair pink again.', 'They loved the new look that Tommy chose.', 'They made Tommy shave his head.']","(0.49739215, 0.5868871, 2)",0.4973921477794647,0.5868871212005615,2
1001,6de23ad3-39be-46ae-bc2f-eefa0a636059,Robbie was looking for help shoveling her car out of the snow.,"She posted on Facebook, hoping somebody would see.","Cameron saw the post, and felt sympathy for Robbie and her car.","Since he had the day off work, Cameron said he could help.",Cameron came by and helped Robbie shovel.,Cameron went to the movies and watched Ghostbusters.,1,"Robbie was looking for help shoveling her car out of the snow. She posted on Facebook, hoping somebody would see. Cameron saw the post, and felt sympathy for Robbie and her car. Since he had the day off work, Cameron said he could help.",He helped Robbie shovel her car out of the snow.,3.2,0.0,1,"['He helped Robbie shovel her car out of the snow.', 'Cameron came by and helped Robbie shovel.', 'Cameron went to the movies and watched Ghostbusters.']","(0.5358557, 0.20027477, 1)",0.5358557105064392,0.2002747654914856,1
1002,1ab065d1-8ce6-419e-aed7-0937443df462,Ronald kicked his shoes off and laid on the couch for a nap.,"When he woke up, he went to put his shoes on.",But he couldn't lace them up because the strings were missing!,He looked all over but couldn't find them.,Ronald put on his shoes and laced them up.,Ronald went to look for more laces.,2,"Ronald kicked his shoes off and laid on the couch for a nap. When he woke up, he went to put his shoes on. But he couldn't lace them up because the strings were missing! He looked all over but couldn't find them.",Finally he found them in the back of his closet.,0.0,0.4,2,"['Finally he found them in the back of his closet.', 'Ronald put on his shoes and laced them up.', 'Ronald went to look for more laces.']","(0.30835792, 0.26846772, 1)",0.30835792422294617,0.2684677243232727,1
1003,acf1cc07-ead5-4a22-af08-36aef9bc1242,Sara learned that she was expecting a child.,She made it through the nine months of pregnancy.,One day her water broke and she was taken to the hospital.,Sara was in labor for 4 hours.,Sara had a baby boy.,Sara took a nap.,1,Sara learned that she was expecting a child. She made it through the nine months of pregnancy. One day her water broke and she was taken to the hospital. Sara was in labor for 4 hours.,She finally had a baby girl.,2.2,0.4,1,"['She finally had a baby girl.', 'Sara had a baby boy.', 'Sara took a nap.']","(0.50330573, 0.292911, 1)",0.5033057332038879,0.29291099309921265,1
1004,9eaf8117-275d-421c-a7b1-031caf44006f,Last year my uncle bought a metal detector.,He takes it to the beach every weekend.,A few months ago he found a Rolex.,It was worth a few hundred dollars.,My uncle hates the beach.,My uncle enjoys his hobby.,2,Last year my uncle bought a metal detector. He takes it to the beach every weekend. A few months ago he found a Rolex. It was worth a few hundred dollars.,He sold it for a few hundred dollars.,0.0,0.0,2,"['He sold it for a few hundred dollars.', 'My uncle hates the beach.', 'My uncle enjoys his hobby.']","(0.11402426, 0.22568882, 2)",0.11402425915002823,0.22568881511688232,2
1005,75ce5041-1988-4e25-8c53-32f7a0a7a435,I went to babysit my 5-year-old nephew in San Francisco.,My sister encouraged me to bike her kid to school.,I was afraid to bike across the city with my nephew in tow.,"Instead, we biked through Golden Gate Park to the beach and the zoo.",I do not have a sister.,We had a great time!,2,"I went to babysit my 5-year-old nephew in San Francisco. My sister encouraged me to bike her kid to school. I was afraid to bike across the city with my nephew in tow. Instead, we biked through Golden Gate Park to the beach and the zoo.",I was glad to be riding to the city with my nephew.,0.0,0.4,2,"['I was glad to be riding to the city with my nephew.', 'I do not have a sister.', 'We had a great time!']","(0.13209109, 0.21073496, 2)",0.13209109008312225,0.21073496341705322,2
1006,38b21dc3-18c1-4203-a8e5-2c1d9fa8a9f8,Alice's friends invited her out to lunch.,She drove out to meet them at a restaurant.,Her friends were waiting at a table but had already ordered.,"By the time she had her food, they were already done eating.",Alice felt her friends were slightly thoughtless.,Alice felt her friends were very thoughtful.,1,"Alice's friends invited her out to lunch. She drove out to meet them at a restaurant. Her friends were waiting at a table but had already ordered. By the time she had her food, they were already done eating.",Alice sat there and ate her food until she was done.,0.0,0.0,2,"['Alice sat there and ate her food until she was done.', 'Alice felt her friends were slightly thoughtless.', 'Alice felt her friends were very thoughtful.']","(0.45374694, 0.45389086, 2)",0.4537469446659088,0.453890860080719,2
